Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
0.234,0.058,246.73,1.0,0.0,0.0,0.0
1.99,0.234,243.9,8.2,0.0,0.0,18.0
0.484,0.062,247.86,2.2,0.0,0.0,0.0
0.212,0.07,240.55,1.0,0.0,0.0,0.0
5.806,0.152,237.32,24.4,0.0,74.0,0.0
1.598,0.114,239.95,6.6,0.0,4.0,18.0
0.302,0.106,245.46,1.2,0.0,1.0,0.0
1.83,0.612,240.64,8.0,1.0,0.0,18.0
0.414,0.0,245.28,1.8,0.0,0.0,0.0
0.288,0.054,245.54,1.4,0.0,0.0,0.0
0.312,0.054,248.26,1.4,0.0,0.0,0.0
1.462,0.0,244.55,6.0,0.0,0.0,19.0
0.294,0.0,246.49,1.4,0.0,0.0,0.0
1.366,0.066,244.4,5.6,0.0,0.0,18.0
0.376,0.056,249.95,1.6,0.0,0.0,0.0
1.74,0.136,245.1,7.0,0.0,2.0,18.0
0.282,0.054,248.78,1.2,0.0,0.0,0.0
1.356,0.054,243.33,5.6,0.0,0.0,18.0
0.484,0.264,245.34,2.2,0.0,2.0,0.0
1.374,0.058,241.87,5.6,0.0,0.0,18.0
0.214,0.0,247.19,0.8,0.0,0.0,0.0
0.6,0.256,243.48,2.8,0.0,0.0,0.0
0.252,0.0,248.72,1.2,0.0,0.0,0.0
4.956,0.21,236.51,20.8,0.0,74.0,0.0
0.516,0.336,248.63,2.4,0.0,1.0,0.0
1.31,0.064,244.14,5.2,0.0,0.0,18.0
0.264,0.0,248.12,1.2,0.0,0.0,0.0
1.554,0.076,242.88,6.4,0.0,0.0,18.0
1.37,0.046,247.31,5.4,0.0,0.0,19.0
1.714,0.048,240.94,7.0,0.0,0.0,18.0
0.222,0.0,248.28,0.8,0.0,0.0,0.0
1.272,0.062,240.74,5.2,0.0,0.0,18.0
0.452,0.106,247.39,2.0,0.0,0.0,0.0
0.258,0.046,243.03,1.2,0.0,0.0,0.0
2.292,0.098,244.67,9.4,1.0,0.0,19.0
2.03,0.224,238.22,8.4,0.0,0.0,17.0
1.488,0.07,246.12,6.0,0.0,1.0,18.0
2.92,0.54,236.33,12.6,1.0,1.0,18.0
1.552,0.182,243.5,6.4,0.0,1.0,19.0
1.29,0.0,241.06,5.2,0.0,0.0,18.0
0.45,0.19,247.04,2.0,0.0,0.0,0.0
1.298,0.074,239.52,5.4,0.0,0.0,18.0
0.368,0.09,245.21,1.6,0.0,0.0,0.0
1.63,0.188,242.68,6.8,0.0,0.0,18.0
0.266,0.06,246.41,1.2,0.0,0.0,0.0
1.654,0.128,243.27,6.8,0.0,0.0,18.0
0.344,0.064,246.1,1.4,0.0,0.0,0.0
1.378,0.07,242.86,5.6,0.0,0.0,18.0
0.27,0.0,244.99,1.2,0.0,0.0,0.0
2.188,0.282,240.18,9.8,10.0,0.0,17.0
2.09,0.088,246.67,8.4,1.0,0.0,19.0
1.268,0.078,237.66,5.2,0.0,0.0,17.0
0.53,0.234,242.29,2.4,0.0,2.0,0.0
0.326,0.046,245.99,1.6,0.0,0.0,0.0
0.444,0.0,245.16,2.0,0.0,0.0,0.0
0.374,0.0,242.58,1.6,0.0,0.0,0.0
0.472,0.236,248.19,2.0,0.0,1.0,0.0
2.274,0.08,240.7,9.4,0.0,0.0,17.0
0.376,0.168,245.35,1.6,0.0,1.0,0.0
1.698,0.046,239.66,7.0,0.0,0.0,18.0
0.236,0.0,247.66,1.0,0.0,0.0,0.0
1.652,0.128,241.92,6.8,0.0,0.0,18.0
1.454,0.0,246.27,5.8,0.0,0.0,20.0
4.572,0.398,239.06,19.2,0.0,37.0,18.0
3.122,0.12,240.9,12.8,0.0,0.0,18.0
3.01,0.394,239.37,12.6,38.0,0.0,0.0
0.398,0.218,247.27,1.8,0.0,0.0,0.0
1.304,0.048,243.78,5.2,0.0,0.0,19.0
0.448,0.214,247.4,2.0,0.0,0.0,0.0
1.44,0.054,245.12,5.8,0.0,0.0,19.0
0.394,0.212,246.6,1.8,0.0,0.0,0.0
1.52,0.202,245.37,6.2,0.0,0.0,19.0
0.558,0.0,247.73,2.2,0.0,0.0,0.0
1.324,0.054,242.75,5.4,0.0,0.0,18.0
0.382,0.096,244.38,1.6,0.0,0.0,0.0
1.518,0.468,241.46,7.4,0.0,0.0,0.0
2.828,0.064,242.03,11.6,0.0,0.0,18.0
2.096,0.196,238.86,8.8,0.0,0.0,18.0
2.5,0.098,245.53,10.2,0.0,0.0,18.0
1.474,0.204,242.3,6.0,0.0,0.0,18.0
0.362,0.1,246.59,1.6,0.0,0.0,0.0
1.69,0.0,238.42,7.2,1.0,0.0,17.0
0.516,0.0,242.67,2.0,0.0,0.0,0.0
1.494,0.088,241.58,6.2,0.0,0.0,18.0
1.486,0.092,244.95,6.0,0.0,0.0,19.0
6.282,0.274,235.36,26.6,0.0,72.0,17.0
0.242,0.0,247.26,1.0,0.0,0.0,0.0
1.776,0.25,240.58,7.4,0.0,0.0,18.0
0.294,0.088,245.44,1.2,0.0,0.0,0.0
1.268,0.0,239.27,5.2,0.0,0.0,17.0
0.278,0.0,244.25,1.2,0.0,0.0,0.0
4.334,0.13,236.27,18.4,38.0,0.0,17.0
1.5,0.18,243.38,6.2,0.0,0.0,0.0
1.356,0.072,240.04,5.6,0.0,0.0,17.0
0.314,0.052,245.62,1.2,0.0,0.0,0.0
0.778,0.09,239.13,3.4,0.0,0.0,0.0
0.206,0.054,244.57,0.8,0.0,0.0,0.0
1.274,0.066,240.67,5.2,0.0,0.0,18.0
0.382,0.048,244.64,1.6,0.0,0.0,0.0
1.436,0.186,239.33,6.0,0.0,2.0,18.0
0.408,0.072,243.63,1.6,0.0,0.0,0.0
0.702,0.166,236.97,3.0,0.0,0.0,0.0
0.408,0.078,244.5,1.6,0.0,0.0,0.0
0.766,0.302,235.06,3.4,0.0,0.0,0.0
1.454,0.16,240.84,6.2,0.0,0.0,0.0
1.332,0.062,237.72,5.6,0.0,0.0,17.0
0.496,0.208,244.91,2.2,0.0,1.0,0.0
0.278,0.054,241.96,1.2,0.0,0.0,0.0
1.884,0.21,243.95,7.6,0.0,0.0,0.0
1.482,0.096,240.51,6.2,0.0,0.0,18.0
1.44,0.116,242.01,6.0,0.0,0.0,18.0
1.278,0.0,238.56,5.2,0.0,0.0,18.0
0.252,0.0,244.44,1.0,0.0,0.0,0.0
1.262,0.0,238.5,5.2,0.0,0.0,17.0
0.22,0.0,242.17,0.8,0.0,0.0,0.0
1.276,0.0,239.63,5.2,0.0,0.0,17.0
0.292,0.07,239.92,1.2,0.0,1.0,0.0
1.522,0.046,240.61,6.2,0.0,0.0,18.0
0.364,0.104,244.44,1.6,0.0,0.0,0.0
1.568,0.308,240.53,6.6,0.0,1.0,18.0
1.47,0.0,241.77,6.0,0.0,0.0,18.0
1.88,0.278,243.45,7.8,1.0,2.0,18.0
0.342,0.054,244.12,1.4,0.0,1.0,0.0
0.666,0.192,244.18,3.2,0.0,0.0,0.0
0.358,0.084,243.71,1.6,0.0,0.0,0.0
1.718,0.064,241.8,7.6,0.0,0.0,18.0
0.258,0.05,243.24,1.2,0.0,0.0,0.0
1.566,0.08,243.54,6.4,0.0,2.0,19.0
0.42,0.07,242.13,1.8,0.0,0.0,0.0
1.6,0.238,239.42,6.8,0.0,0.0,18.0
0.368,0.058,244.07,1.6,0.0,0.0,0.0
0.604,0.062,237.77,3.0,0.0,0.0,0.0
0.362,0.092,242.59,1.6,0.0,0.0,0.0
0.498,0.202,240.35,2.2,1.0,0.0,0.0
0.452,0.072,242.14,2.0,0.0,0.0,0.0
4.354,0.37,234.0,18.6,37.0,0.0,17.0
0.362,0.108,245.31,1.6,0.0,0.0,0.0
1.718,0.248,243.14,7.2,0.0,0.0,18.0
0.29,0.0,243.73,1.4,0.0,0.0,0.0
1.442,0.058,241.18,6.0,0.0,1.0,18.0
1.406,0.078,243.39,5.8,0.0,0.0,18.0
1.982,0.376,241.23,8.4,0.0,1.0,18.0
0.414,0.222,245.35,1.8,0.0,0.0,0.0
1.464,0.11,240.72,6.0,0.0,0.0,17.0
0.218,0.0,245.15,0.8,0.0,0.0,0.0
0.278,0.054,239.17,1.2,0.0,0.0,0.0
0.316,0.1,245.08,1.4,0.0,0.0,0.0
1.734,0.428,241.76,7.4,0.0,1.0,18.0
1.7,0.104,242.92,7.0,0.0,1.0,18.0
0.542,0.0,241.72,2.2,0.0,0.0,0.0
0.442,0.074,244.48,1.8,0.0,0.0,0.0
1.394,0.082,242.0,5.6,0.0,0.0,18.0
0.254,0.06,241.97,1.2,0.0,0.0,0.0
1.554,0.378,239.71,6.6,0.0,1.0,18.0
0.24,0.0,245.03,1.0,0.0,0.0,0.0
1.77,0.292,243.3,7.4,0.0,0.0,18.0
0.296,0.082,244.93,1.2,0.0,0.0,0.0
1.344,0.054,239.69,5.6,0.0,0.0,18.0
1.424,0.05,244.03,5.8,0.0,0.0,18.0
1.394,0.088,242.18,5.6,0.0,0.0,18.0
0.254,0.0,247.4,1.0,0.0,0.0,0.0
0.736,0.328,241.31,3.2,0.0,1.0,0.0
0.67,0.09,242.13,2.8,0.0,0.0,0.0
0.3,0.0,240.97,1.4,0.0,0.0,0.0
0.39,0.0,247.08,1.6,0.0,0.0,0.0
0.438,0.088,242.54,1.8,0.0,0.0,0.0
0.276,0.0,245.07,1.2,0.0,0.0,0.0
1.318,0.0,239.6,5.4,0.0,0.0,18.0
0.278,0.0,244.62,1.2,0.0,0.0,0.0
1.448,0.0,246.52,5.8,0.0,1.0,19.0
0.324,0.114,246.46,1.4,0.0,0.0,0.0
1.358,0.068,240.56,5.6,0.0,1.0,18.0
0.384,0.094,245.02,1.8,0.0,1.0,0.0
1.458,0.088,245.48,5.8,0.0,1.0,18.0
0.368,0.11,243.21,1.6,0.0,0.0,0.0
1.598,0.184,240.41,6.6,0.0,0.0,17.0
0.324,0.0,245.45,1.2,2.0,0.0,0.0
0.596,0.0,243.15,2.4,0.0,0.0,0.0
0.51,0.308,248.71,2.4,0.0,1.0,0.0
1.336,0.048,240.87,5.4,0.0,0.0,18.0
0.3,0.0,247.85,1.4,0.0,0.0,0.0
1.534,0.08,242.18,6.2,0.0,1.0,18.0
0.626,0.0,244.87,2.6,0.0,0.0,0.0
0.338,0.124,244.62,1.4,0.0,0.0,0.0
0.388,0.092,243.26,1.8,0.0,0.0,0.0
1.44,0.086,240.73,6.0,0.0,0.0,17.0
0.384,0.104,242.35,1.8,0.0,0.0,0.0
0.41,0.148,241.14,2.0,0.0,0.0,0.0
0.308,0.0,247.12,1.4,0.0,0.0,0.0
1.64,0.0,242.98,6.8,0.0,1.0,18.0
1.406,0.0,242.94,5.8,0.0,0.0,18.0
2.196,0.314,238.56,10.0,1.0,0.0,18.0
0.368,0.116,248.49,1.6,0.0,1.0,0.0
1.436,0.098,241.29,5.8,0.0,0.0,18.0
1.44,0.0,243.01,6.0,0.0,0.0,18.0
1.328,0.0,239.53,5.4,0.0,0.0,18.0
0.5,0.27,246.89,2.2,0.0,1.0,1.0
0.538,0.216,243.24,2.4,0.0,1.0,1.0
0.356,0.112,242.88,1.4,0.0,1.0,0.0
1.472,0.098,241.59,6.0,0.0,0.0,19.0
0.312,0.0,245.27,1.4,0.0,0.0,1.0
1.346,0.0,238.23,5.6,0.0,0.0,18.0
0.464,0.244,244.44,2.2,0.0,2.0,1.0
1.538,0.194,243.18,6.4,0.0,0.0,19.0
1.618,0.346,244.36,6.6,0.0,2.0,19.0
0.482,0.282,241.5,2.2,0.0,1.0,1.0
1.116,0.448,243.46,5.0,0.0,1.0,8.0
0.458,0.0,240.47,2.0,0.0,0.0,0.0
0.5,0.262,244.97,2.4,0.0,1.0,1.0
0.424,0.0,242.71,1.8,0.0,0.0,0.0
0.496,0.092,242.37,2.0,0.0,0.0,1.0
0.458,0.228,241.91,2.2,0.0,1.0,0.0
1.062,0.232,241.6,4.4,0.0,0.0,12.0
1.458,0.09,241.29,6.0,0.0,0.0,19.0
1.342,0.0,239.86,5.6,0.0,0.0,1.0
0.488,0.21,240.18,2.2,0.0,0.0,1.0
2.074,0.176,241.46,9.0,0.0,25.0,0.0
1.426,0.0,240.11,5.8,1.0,0.0,18.0
0.454,0.204,245.4,2.0,0.0,1.0,1.0
1.32,0.0,241.39,5.4,0.0,0.0,19.0
0.726,0.406,243.31,3.6,0.0,2.0,2.0
1.484,0.198,240.24,6.2,0.0,0.0,19.0
0.57,0.108,245.28,2.4,0.0,0.0,1.0
1.472,0.092,237.5,6.2,0.0,0.0,18.0
0.426,0.094,243.47,1.8,0.0,0.0,1.0
1.706,0.418,243.02,7.2,1.0,2.0,19.0
0.626,0.156,246.24,2.6,0.0,0.0,1.0
0.304,0.0,238.83,1.4,0.0,0.0,1.0
0.492,0.278,244.61,2.2,0.0,1.0,1.0
1.464,0.122,240.08,6.0,0.0,0.0,18.0
0.308,0.0,240.85,1.2,0.0,0.0,1.0
1.666,0.268,238.34,7.0,0.0,4.0,18.0
0.988,0.112,244.13,4.0,0.0,2.0,1.0
1.558,0.1,238.9,6.4,0.0,0.0,18.0
0.316,0.0,244.81,1.4,0.0,0.0,1.0
0.306,0.0,241.34,1.4,0.0,0.0,0.0
4.184,0.0,238.97,17.4,0.0,0.0,0.0
1.382,0.048,241.88,5.6,0.0,0.0,19.0
0.464,0.106,246.81,2.0,0.0,0.0,1.0
1.576,0.076,240.41,6.6,0.0,0.0,18.0
0.622,0.0,246.94,2.6,0.0,0.0,0.0
1.498,0.166,238.25,6.2,0.0,2.0,18.0
1.422,0.102,243.83,5.8,0.0,0.0,19.0
3.068,0.174,236.65,13.0,0.0,39.0,1.0
0.262,0.0,245.7,1.0,0.0,0.0,1.0
3.99,0.304,236.72,16.8,38.0,0.0,18.0
0.426,0.248,242.2,2.0,0.0,1.0,0.0
0.926,0.222,242.34,5.4,1.0,0.0,1.0
1.394,0.0,245.41,5.6,0.0,0.0,0.0
1.318,0.0,240.83,5.4,0.0,0.0,18.0
0.406,0.174,245.33,1.8,0.0,0.0,1.0
1.442,0.18,236.39,6.0,0.0,0.0,18.0
0.376,0.082,242.96,1.6,0.0,0.0,1.0
2.036,0.404,238.16,9.2,0.0,0.0,18.0
0.626,0.112,244.68,2.6,0.0,0.0,1.0
0.354,0.104,240.52,1.6,0.0,0.0,1.0
0.348,0.11,243.36,1.4,0.0,0.0,1.0
4.078,0.324,238.21,17.2,0.0,0.0,1.0
0.38,0.092,244.48,1.6,0.0,0.0,0.0
3.636,0.26,234.73,15.4,51.0,0.0,1.0
0.392,0.112,242.76,1.6,0.0,2.0,0.0
2.598,0.128,238.24,10.8,36.0,0.0,1.0
0.45,0.238,242.72,2.0,0.0,1.0,0.0
0.408,0.19,238.65,1.8,0.0,1.0,1.0
0.42,0.096,243.95,1.8,0.0,2.0,1.0
1.468,0.094,239.59,6.0,0.0,0.0,19.0
0.404,0.082,244.05,1.8,0.0,0.0,0.0
1.46,0.108,238.37,6.0,0.0,1.0,18.0
0.398,0.202,244.9,1.8,0.0,2.0,1.0
0.656,0.194,240.09,4.0,0.0,0.0,0.0
0.952,0.158,243.42,4.0,0.0,0.0,11.0
1.376,0.076,238.22,5.8,0.0,0.0,18.0
0.28,0.088,242.1,1.2,0.0,0.0,1.0
3.558,0.134,234.5,15.0,0.0,37.0,18.0
1.736,0.114,240.86,7.2,0.0,0.0,0.0
2.048,0.524,235.44,9.0,0.0,0.0,17.0
0.258,0.0,240.46,1.0,0.0,0.0,1.0
0.316,0.082,240.73,1.2,0.0,2.0,1.0
0.356,0.112,242.87,1.4,0.0,0.0,1.0
1.388,0.088,238.73,5.8,0.0,0.0,18.0
0.592,0.076,243.69,2.4,0.0,1.0,1.0
1.626,0.242,242.03,6.8,0.0,0.0,18.0
0.26,0.0,243.78,1.0,0.0,0.0,1.0
5.622,0.0,236.35,23.8,34.0,0.0,18.0
1.534,0.242,243.07,6.4,0.0,1.0,19.0
0.314,0.104,239.14,1.4,0.0,2.0,1.0
0.31,0.1,242.75,1.2,0.0,1.0,0.0
1.604,0.228,237.37,6.8,0.0,2.0,18.0
0.922,0.09,241.92,3.8,0.0,1.0,0.0
1.5,0.226,243.08,6.2,0.0,1.0,19.0
0.402,0.202,245.18,1.8,0.0,2.0,0.0
0.284,0.06,238.4,1.2,0.0,1.0,1.0
0.284,0.0,237.16,1.2,0.0,0.0,0.0
1.856,0.066,230.68,8.4,0.0,0.0,17.0
1.38,0.102,233.83,5.8,0.0,0.0,18.0
1.47,0.0,229.12,6.4,0.0,0.0,16.0
0.454,0.1,233.73,2.0,0.0,0.0,1.0
1.182,0.056,229.26,5.0,0.0,0.0,17.0
0.3,0.062,245.64,1.2,0.0,0.0,1.0
1.326,0.0,242.97,5.4,0.0,0.0,19.0
0.24,0.0,245.25,1.0,0.0,0.0,1.0
0.666,0.276,239.39,3.0,0.0,0.0,0.0
1.79,0.238,241.63,7.4,2.0,0.0,0.0
1.196,0.0,239.86,5.0,0.0,0.0,18.0
0.14,0.0,243.18,0.6,0.0,0.0,1.0
3.884,0.428,238.26,16.4,39.0,0.0,18.0
0.216,0.0,243.54,1.0,0.0,0.0,1.0
0.392,0.244,239.67,2.0,0.0,1.0,0.0
1.024,0.27,242.61,4.4,0.0,0.0,12.0
1.594,0.35,237.5,6.8,0.0,0.0,18.0
0.234,0.084,241.21,1.0,0.0,0.0,1.0
0.302,0.198,238.43,1.4,0.0,0.0,1.0
0.336,0.088,244.7,1.4,0.0,1.0,1.0
1.382,0.174,236.88,5.8,0.0,2.0,18.0
0.384,0.252,243.07,1.8,0.0,2.0,0.0
0.462,0.224,241.42,2.2,0.0,2.0,1.0
0.992,0.226,242.04,4.2,0.0,1.0,0.0
1.112,0.262,237.94,4.8,0.0,0.0,12.0
0.252,0.0,241.01,1.2,0.0,0.0,1.0
0.93,0.216,241.47,4.0,0.0,0.0,10.0
0.294,0.114,244.35,1.2,0.0,1.0,1.0
1.444,0.208,240.18,6.0,0.0,0.0,18.0
0.25,0.0,245.92,1.0,0.0,0.0,0.0
0.412,0.152,241.56,1.8,0.0,0.0,0.0
0.62,0.05,245.13,2.8,0.0,0.0,5.0
1.374,0.0,238.17,5.8,0.0,0.0,18.0
0.314,0.0,242.66,1.4,0.0,0.0,1.0
0.41,0.112,241.22,1.8,0.0,0.0,1.0
0.398,0.108,245.42,1.6,0.0,0.0,1.0
0.267,0.054,242.52999999999997,1.1,0.0,0.0,1.0
0.2015,0.027,241.08499999999998,0.8500000000000001,0.0,0.0,1.0
0.16875,0.0135,240.36249999999998,0.7250000000000001,0.0,0.0,1.0
0.152375,0.00675,240.00124999999997,0.6625000000000001,0.0,0.0,1.0
0.136,0.0,239.64,0.6,0.0,0.0,1.0
0.152,0.0,240.55,0.8,0.0,0.0,1.0
1.26,0.084,239.17,5.2,0.0,0.0,18.0
0.24,0.142,245.07,1.0,0.0,0.0,0.0
0.302,0.152,239.64,1.4,0.0,1.0,1.0
0.316,0.244,242.8,1.6,0.0,1.0,1.0
1.272,0.0,239.86,5.2,0.0,0.0,18.0
0.724,0.0,244.9,2.8,0.0,0.0,0.0
0.212,0.086,241.62,0.8,0.0,0.0,1.0
0.914,0.0,246.02,3.6,0.0,0.0,0.0
2.986,0.486,238.25,12.6,0.0,0.0,18.0
1.372,0.046,242.28,5.6,0.0,0.0,19.0
0.362,0.254,239.93,1.8,0.0,1.0,1.0
0.374,0.236,243.18,1.8,0.0,0.0,1.0
1.326,0.106,242.91,5.4,0.0,0.0,18.0
0.192,0.0,243.33,1.0,0.0,0.0,1.0
1.302,0.098,241.27,5.4,0.0,0.0,19.0
0.97,0.086,243.87,4.4,0.0,0.0,1.0
1.456,0.198,239.86,6.0,0.0,3.0,18.0
0.292,0.206,244.82,1.4,0.0,1.0,0.0
0.312,0.228,240.47,1.6,0.0,1.0,1.0
0.218,0.102,243.32,1.0,0.0,2.0,0.0
0.218,0.104,240.58,1.0,0.0,1.0,1.0
1.388,0.188,242.16,5.8,0.0,0.0,0.0
0.37,0.24,242.77,1.8,0.0,0.0,1.0
0.32,0.138,243.71,1.4,0.0,1.0,0.0
1.298,0.102,240.08,5.4,0.0,0.0,18.0
0.434,0.0,244.2,1.8,0.0,0.0,1.0
0.456,0.178,241.03,2.0,0.0,0.0,0.0
0.846,0.176,246.1,3.4,0.0,0.0,12.0
0.494,0.182,242.31,2.2,0.0,1.0,1.0
0.194,0.0,243.75,0.8,0.0,0.0,0.0
0.186,0.0,238.98,0.8,0.0,0.0,1.0
0.368,0.0,244.03,1.6,0.0,0.0,1.0
0.426,0.066,241.36,1.8,0.0,0.0,0.0
1.04,0.37,243.0,4.4,0.0,0.0,13.0
0.308,0.238,241.23,1.6,0.0,2.0,1.0
0.308,0.25,241.78,1.6,0.0,1.0,0.0
0.438,0.342,240.06,2.2,0.0,1.0,0.0
1.134,0.226,239.18,4.8,0.0,0.0,1.0
0.566,0.288,238.73,2.6,0.0,0.0,1.0
0.218,0.13,241.01,1.0,0.0,1.0,1.0
0.266,0.196,241.5,1.4,0.0,2.0,0.0
0.32,0.146,242.76,1.4,2.0,0.0,0.0
0.348,0.216,241.81,1.6,0.0,1.0,1.0
0.322,0.136,245.05,1.4,0.0,0.0,1.0
1.426,0.214,241.67,6.0,0.0,2.0,19.0
0.296,0.132,244.66,1.4,0.0,0.0,0.0
0.298,0.114,241.99,1.4,0.0,0.0,1.0
0.682,0.236,240.31,3.0,0.0,0.0,0.0
0.146,0.0,243.29,0.6,0.0,0.0,0.0
0.39,0.25,244.37,1.8,0.0,1.0,1.0
1.416,0.292,241.81,5.8,0.0,0.0,19.0
0.13,0.0,242.32,0.6,0.0,0.0,0.0
0.234,0.128,240.2,1.0,0.0,0.0,1.0
0.23,0.138,243.92,1.0,0.0,0.0,0.0
0.302,0.242,242.88,1.6,0.0,0.0,0.0
0.39,0.362,242.13,2.2,0.0,1.0,0.0
2.944,0.614,242.03,12.4,40.0,1.0,1.0
0.314,0.2,243.46,1.4,0.0,1.0,1.0
0.23,0.088,241.74,1.0,0.0,2.0,1.0
0.318,0.238,243.36,1.6,0.0,2.0,1.0
0.336,0.234,242.64,1.6,0.0,1.0,0.0
0.864,0.134,241.3,3.6,0.0,0.0,12.0
0.222,0.088,242.49,1.0,0.0,0.0,1.0
0.232,0.108,242.99,1.0,0.0,1.0,0.0
0.45,0.168,240.91,2.0,0.0,1.0,1.0
1.49,0.248,242.23,6.2,0.0,0.0,1.0
1.292,0.118,241.69,5.2,0.0,0.0,19.0
0.134,0.0,243.11,0.6,0.0,0.0,1.0
0.314,0.264,242.21,1.6,0.0,1.0,0.0
0.336,0.274,242.65,1.8,0.0,1.0,1.0
0.15,0.0,243.53,0.6,0.0,0.0,1.0
0.326,0.284,247.27,1.6,0.0,1.0,1.0
0.328,0.24,242.52,1.6,0.0,0.0,0.0
1.602,0.246,242.95,6.6,0.0,0.0,13.0
1.378,0.236,240.66,5.8,0.0,1.0,19.0
0.134,0.0,246.15,0.6,0.0,0.0,0.0
0.216,0.116,240.89,1.0,0.0,1.0,1.0
0.21,0.134,244.56,1.0,0.0,1.0,0.0
0.252,0.136,241.55,1.2,0.0,0.0,1.0
0.176,0.0,243.11,1.0,0.0,0.0,0.0
0.312,0.246,241.57,1.6,0.0,0.0,1.0
0.406,0.386,244.75,2.2,0.0,2.0,1.0
0.234,0.13,242.73,1.0,0.0,1.0,1.0
0.312,0.24,243.77,1.6,0.0,2.0,1.0
0.34,0.254,241.64,1.8,0.0,1.0,1.0
0.328,0.234,239.36,1.6,0.0,2.0,1.0
1.524,0.328,241.48,6.4,0.0,1.0,18.0
0.222,0.098,243.83,1.0,0.0,0.0,0.0
0.156,0.0,243.26,0.6,0.0,0.0,0.0
0.762,0.186,242.22,3.4,0.0,1.0,1.0
1.364,0.198,242.11,5.6,0.0,1.0,19.0
0.372,0.356,240.73,2.0,0.0,1.0,0.0
1.546,0.39,239.77,6.6,0.0,0.0,18.0
0.31,0.276,245.69,1.6,0.0,1.0,0.0
0.182,0.066,241.23,0.8,0.0,0.0,1.0
0.14,0.0,242.97,0.6,0.0,0.0,0.0
0.24,0.136,242.01,1.0,0.0,0.0,1.0
0.21,0.108,242.3,1.0,0.0,0.0,1.0
0.136,0.0,240.55,0.6,0.0,0.0,1.0
0.238,0.138,242.96,1.0,0.0,0.0,1.0
0.208,0.108,242.25,1.0,0.0,0.0,1.0
0.206,0.104,241.33,1.0,0.0,0.0,1.0
0.15,0.0,242.12,0.6,0.0,0.0,1.0
0.216,0.102,240.38,1.0,0.0,0.0,1.0
0.138,0.0,241.8,0.6,0.0,0.0,0.0
0.234,0.138,242.37,1.0,0.0,0.0,0.0
0.342,0.312,243.14,1.8,0.0,1.0,0.0
0.854,0.24,239.96,3.6,0.0,0.0,12.0
0.232,0.112,243.12,1.0,0.0,0.0,0.0
0.502,0.296,238.65,2.8,0.0,1.0,3.0
0.3,0.248,242.36,1.6,0.0,1.0,1.0
1.012,0.392,239.98,4.6,0.0,1.0,12.0
0.244,0.14,241.84,1.2,0.0,1.0,1.0
0.236,0.15,243.03,1.2,0.0,1.0,0.0
0.172,0.0,242.79,0.8,0.0,0.0,1.0
0.254,0.146,242.46,1.2,0.0,0.0,0.0
0.271,0.131,241.53500000000003,1.2,0.5,0.0,0.0
0.288,0.116,240.61,1.2,1.0,0.0,0.0
0.262,0.0,242.24,1.0,0.0,0.0,1.0
0.258,0.15,241.61,1.2,0.0,0.0,0.0
0.384,0.362,239.3,2.2,0.0,2.0,0.0
1.614,0.292,236.73,6.8,0.0,1.0,1.0
0.502,0.292,239.37,2.4,0.0,2.0,1.0
0.39,0.376,243.76,2.2,0.0,1.0,0.0
0.386,0.35,240.33,2.0,0.0,1.0,1.0
0.566,0.222,239.18,2.4,0.0,2.0,1.0
1.096,0.084,240.33,4.6,0.0,0.0,12.0
0.286,0.0,241.09,1.4,0.0,0.0,0.0
0.548,0.292,242.79,2.6,0.0,1.0,1.0
0.298,0.222,242.68,1.6,0.0,2.0,1.0
0.394,0.348,239.99,2.2,0.0,1.0,1.0
0.484,0.106,238.35,2.0,0.0,0.0,1.0
0.146,0.0,244.39,0.6,0.0,0.0,1.0
2.96,0.254,239.42,12.4,38.0,1.0,1.0
1.494,0.49,238.76,6.6,2.0,1.0,12.0
0.384,0.374,243.18,2.2,0.0,2.0,1.0
0.242,0.126,239.88,1.0,0.0,0.0,1.0
0.932,0.304,242.66,4.0,0.0,0.0,12.0
0.318,0.248,242.78,1.6,0.0,0.0,1.0
0.766,0.1,241.29,3.2,0.0,0.0,1.0
0.156,0.0,242.91,0.6,0.0,0.0,1.0
0.364,0.256,240.91,1.8,0.0,1.0,1.0
0.25,0.152,242.82,1.2,0.0,0.0,1.0
0.386,0.202,242.8,1.8,0.0,2.0,1.0
0.316,0.26,239.35,1.6,0.0,1.0,1.0
0.368,0.264,243.13,1.8,0.0,1.0,1.0
2.516,0.19,238.26,10.6,38.0,0.0,1.0
0.214,0.11,239.99,1.0,0.0,0.0,1.0
1.336,0.09,238.06,5.6,0.0,0.0,18.0
0.65,0.228,239.7,2.8,0.0,1.0,0.0
2.004,0.3,241.12,8.4,0.0,1.0,18.0
0.424,0.16,243.08,2.0,0.0,1.0,1.0
1.28,0.066,232.01,5.4,0.0,1.0,17.0
0.416,0.22,244.01,2.0,0.0,0.0,0.0
0.226,0.0,239.36,1.2,0.0,0.0,0.0
0.368,0.198,242.72,1.6,0.0,1.0,1.0
1.36,0.086,242.31,5.6,0.0,1.0,19.0
0.384,0.0,245.97,1.8,0.0,0.0,0.0
1.432,0.0,241.7,5.8,0.0,0.0,19.0
0.19,0.0,243.41,0.8,0.0,0.0,1.0
0.188,0.0,242.04,0.8,0.0,0.0,1.0
